,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
10,71380879,,,12/13/22(Tue)06:36:01,Anonymous,why do some of you moids have anime girl pfps?,"why&#039;s it like this?<br><span class=""quote"">&gt;be me</span><br><span class=""quote"">&gt;rizzing a robot in chat</span><br><span class=""quote"">&gt;drops his discord</span><br><span class=""quote"">&gt;anime girl pfp</span><br>what, are you a secret trans?",89c898cb6c9c0bf96d4c6ffd085fede5,.jpg,480,800,150,250,1670931361549019,1670931361,070i/aYmHLdZl2dsjzyvZA==,58900,0,,why-do-some-of-you-moids-have-anime-girl-pfps,0,46,11,"[{'no': 71381107, 'now': '12/13/22(Tue)07:10:16', 'name': 'Anonymous', 'com': '<a href=""#p71381088"" class=""quotelink"">&gt;&gt;71381088</a><br><span class=""quote"">&gt;it&#039;s so funny cuz rizz rhymes with jizz, you gotta rizz em to jizz em lmao</span><br><span class=""quote"">&gt;rhymes are funny</span><br>Are you 7?', 'time': 1670933416, 'resto': 71380879}, {'no': 71381110, 'now': '12/13/22(Tue)07:10:50', 'name': 'Anonymous', 'com': '<a href=""#p71381098"" class=""quotelink"">&gt;&gt;71381098</a><br>honestly i wouldn&#039;t mind being a cute anime boi either, so i guess i could understand haha<br><a href=""#p71381093"" class=""quotelink"">&gt;&gt;71381093</a><br>simple indeed, your explanation is noted', 'time': 1670933450, 'resto': 71380879}, {'no': 71381114, 'now': '12/13/22(Tue)07:11:16', 'name': 'Anonymous', 'com': '<a href=""#p71381028"" class=""quotelink"">&gt;&gt;71381028</a><br>It very much is a cool art style. Although I think I like the dark and moody realistic ones like in my first post more. <br><br><a href=""#p71381011"" class=""quotelink"">&gt;&gt;71381011</a><br>I think you are reading too much into it. All kinds of people have all kinds of pictures.<br><br><a href=""#p71381042"" class=""quotelink"">&gt;&gt;71381042</a><br>Well I suppose I shouldn&#039;t have said like me. I am bad from different reasons than someone who would dox <s>doxx? Hard to spell</s> someone. I think I am a bad person because I am typically just am an uncaring person. I don&#039;t really care about my family. When I drive by people with broken down cars on the side of the road I don&#039;t offer to help. I make friends with people even though I know in a couple of days to weeks I will no longer want to talk to friends for a while, and then I will randomly talk again like no time passed. Thankfully I have been doing a lot less of the last one though. If I just avoid having friends I feel much better.', 'filename': 'bea29afc9fd17935fb3485326736cfea', 'ext': '.jpg', 'w': 735, 'h': 1013, 'tn_w': 90, 'tn_h': 125, 'tim': 1670933476469142, 'time': 1670933476, 'md5': 'xxAu51wS5pb0R8PcppDxsg==', 'fsize': 66010, 'resto': 71380879}, {'no': 71381122, 'now': '12/13/22(Tue)07:12:32', 'name': 'Anonymous', 'com': '<a href=""#p71381107"" class=""quotelink"">&gt;&gt;71381107</a><br>no, i&#039;m in my 20s', 'time': 1670933552, 'resto': 71380879}, {'no': 71381133, 'now': '12/13/22(Tue)07:14:00', 'name': 'Anonymous', 'com': '<a href=""#p71381114"" class=""quotelink"">&gt;&gt;71381114</a><br>you just like me fr fr<br>i have a friend who is kind of a faggot so i avoid him', 'time': 1670933640, 'resto': 71380879}]",1670933640,0.0,0.0,41.0,10.0,
11,71381103,,,12/13/22(Tue)07:09:38,Anonymous,And You Don&#039;t Seem to Understandu,"<span class=""quote"">&gt;&quot;farm silos of goyslop flowing down at a rapid never-ending pace. he glugs and glugs but never tastes, his tongue rotted, a vestige from previous iterations of his kind. he thinks he&#039;s moving forward but he is the first of his kind to be permanently stuck in present day...present time. hahahahaha&quot;</span><br><span class=""quote"">&gt;t.some anon</span>",JordanPeterson,.jpg,1000,564,250,141,1670933378414803,1670933378,3F++uH2jinUDV9o8Vk20pQ==,200003,0,,and-you-dont-seem-to-understandu,0,1,1,"[{'no': 71381131, 'now': '12/13/22(Tue)07:13:47', 'name': 'Anonymous', 'com': '<a href=""#p71381103"" class=""quotelink"">&gt;&gt;71381103</a><br>His career is finished as of December 11, 2022', 'filename': 'D1CC9368-871B-4387-A573-C87E06609263', 'ext': '.png', 'w': 601, 'h': 268, 'tn_w': 125, 'tn_h': 55, 'tim': 1670933627015321, 'time': 1670933627, 'md5': 'hRXPPf0RPULHtm4TiLSDhA==', 'fsize': 24576, 'resto': 71381103}]",1670933627,0.0,0.0,,,
12,71379217,,,12/13/22(Tue)02:33:55,Anonymous,Was the top student at my school just got off a manual labour job shift AMA,Friend I competed with is working at FAANG with. a near 6 figure salary.,2769303E-5819-414D-ACC6-F3E54C3D3E2A,.jpg,741,921,201,250,1670916835105417,1670916835,YY7tBUfYkEmIKmaWQoyHYg==,111666,0,,was-the-top-student-at-my-school-just-got-off-a,0,18,2,"[{'no': 71380389, 'now': '12/13/22(Tue)05:27:20', 'name': 'Anonymous', 'com': '<a href=""#p71379217"" class=""quotelink"">&gt;&gt;71379217</a><br>same here I wanna sui.<br><br>its summer in Australia and the heat is insane.', 'time': 1670927240, 'resto': 71379217}, {'no': 71380492, 'now': '12/13/22(Tue)05:43:18', 'name': 'Anonymous', 'com': '<a href=""#p71380342"" class=""quotelink"">&gt;&gt;71380342</a><br>ill become strong enough to get my lauren-swan and make our lives like a bliss-fueled dream', 'time': 1670928198, 'resto': 71379217}, {'no': 71380767, 'now': '12/13/22(Tue)06:20:12', 'name': 'Anonymous', 'com': '<a href=""#p71379217"" class=""quotelink"">&gt;&gt;71379217</a><br>What would you have done to avoid it? <br>I was the top student too, and now in uniI feel like I am heading towards the same path as you, but I would probably NEET and CTB instead of doing manual labor', 'filename': '456b408ef77cf9e93d59e9f4848cd53f', 'ext': '.jpg', 'w': 1939, 'h': 2349, 'tn_w': 103, 'tn_h': 125, 'tim': 1670930412647911, 'time': 1670930412, 'md5': 'M88CmYIRjd+eIwWau6VBsQ==', 'fsize': 2023439, 'resto': 71379217}, {'no': 71380786, 'now': '12/13/22(Tue)06:22:22', 'name': 'Anonymous', 'com': '<a href=""#p71380342"" class=""quotelink"">&gt;&gt;71380342</a><br>I want to open my mouth and have her spit on it', 'time': 1670930542, 'resto': 71379217}, {'no': 71381130, 'now': '12/13/22(Tue)07:13:44', 'name': 'Anonymous', 'com': '<a href=""#p71379264"" class=""quotelink"">&gt;&gt;71379264</a><br>Yes, weird thing Is that my application was strong but they require evidence of wokr experience, I see people with Lower test scores who got interviews and ones with higher scores than me who didn&#039;t.<br><a href=""#p71379472"" class=""quotelink"">&gt;&gt;71379472</a><br>I&#039;m sorry to hear that anon, how old are you ? you could still quickly go through uni again, possibly start where you dropped out. Hope you do make it. <br><a href=""#p71380235"" class=""quotelink"">&gt;&gt;71380235</a><br>kek, we&#039;re in the country the language is named after. <br><a href=""#p71380332"" class=""quotelink"">&gt;&gt;71380332</a><br>Thanks I&#039;ve been meaning to learn it and python for a while now.<br><a href=""#p71380389"" class=""quotelink"">&gt;&gt;71380389</a><br>It&#039;s winter here and its ridiculously cold and might. snow. Hope you&#039;re good Aussie brah.<br><a href=""#p71380767"" class=""quotelink"">&gt;&gt;71380767</a><br>Accepted the offer from the higher ranked university. But really I would have just studied regardless of how I felt, I fell into a weird state where I wasn&#039;t sure if I&#039;d make its, first year I just studied and got the best grade I could in the subject I was worried about. I should have done the same next year and didn&#039;t, now a few months worth of negligence has cost me years. Imagine seeing a friend with the same goals as you and the same/slightly lower grades become a doctor, you&#039;re happy but also sad because you know you could be going it with him. <br><br>Just keep studying brah, no matter what, get the help you might need, lift and have a healthy diet, sacrifice these few years of your life for the rest of it', 'time': 1670933624, 'resto': 71379217}]",1670933624,0.0,0.0,13.0,1.0,
13,71380339,,,12/13/22(Tue)05:17:39,Anonymous,,"<span class=""quote"">&gt;chat bots on chatacter.ai won&#039;t have sex with you</span><br>Whats the point",Sadpepe,.png,1092,1037,250,237,1670926659528558,1670926659,vMqHHETJweluOC6A2n22Og==,66305,0,,chat-bots-on-chatacterai-wont-have-sex-with-you,0,6,0,"[{'no': 71380415, 'now': '12/13/22(Tue)05:32:16', 'name': 'Anonymous', 'com': '<a href=""#p71380339"" class=""quotelink"">&gt;&gt;71380339</a><br><span class=""quote"">&gt;&gt;chat bots on chatacter.ai won&#039;t have sex with you</span><br>But will it have *cyber* sex with you? Did you try taking off your robe and wizard hat?', 'time': 1670927536, 'resto': 71380339}, {'no': 71380444, 'now': '12/13/22(Tue)05:35:49', 'name': 'Anonymous', 'com': '<a href=""#p71380339"" class=""quotelink"">&gt;&gt;71380339</a><br>if you have decent vram you can run your ow locally, and you don&#039;t have to lobotomize it. I hear KoboldAI is best. That&#039;s some serious wizard shit though--maybe touch grass while you still can', 'time': 1670927749, 'resto': 71380339}, {'no': 71380954, 'now': '12/13/22(Tue)06:47:49', 'name': 'Anonymous', 'com': '<a href=""#p71380444"" class=""quotelink"">&gt;&gt;71380444</a><br>How do I learn to do that? I&#039;m a brainlet', 'time': 1670932069, 'resto': 71380339}, {'no': 71381118, 'now': '12/13/22(Tue)07:11:39', 'name': 'Anonymous', 'com': 'they literally respond with a paragraph every time its mind numbing', 'time': 1670933499, 'resto': 71380339}, {'no': 71381127, 'now': '12/13/22(Tue)07:13:12', 'name': 'Anonymous', 'com': '<a href=""#p71381118"" class=""quotelink"">&gt;&gt;71381118</a><br>This wouldn&#039;t be so had if they didn&#039;t type painfully slow', 'time': 1670933592, 'resto': 71380339}]",1670933592,0.0,0.0,1.0,0.0,
14,71379123,,,12/13/22(Tue)02:23:32,ryu :3,emiru,I kinda wish I looked like emiru. I know she wears make up and stuff but I don&#039;t think I&#039;m particularly good at doing it. I have watched her makeup tutorial and tried to do it myself but it doesn&#039;t look too right. I just wished I looked like her so people would like me more. Maybe if I looked like her I&#039;d be less insecure.,8a91a399d2e60154b1467843e516abff,.jpg,736,781,235,250,1670916212179661,1670916212,i6DaXBkMMbCTZZiikwNpAg==,85764,0,,emiru,0,35,20,"[{'no': 71380626, 'now': '12/13/22(Tue)05:59:56', 'name': 'Anonymous', 'com': 'i&#039;m italian and i like emiru very much-a too!', 'filename': '1644568976230', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670929196285056, 'time': 1670929196, 'md5': 'psxkrG2z1ODmk7pcZedLlg==', 'fsize': 183660, 'resto': 71379123}, {'no': 71380652, 'now': '12/13/22(Tue)06:04:10', 'name': 'Anonymous', 'com': 'tummy action...', 'filename': '1650806449234', 'ext': '.jpg', 'w': 1080, 'h': 1350, 'tn_w': 100, 'tn_h': 125, 'tim': 1670929450556130, 'time': 1670929450, 'md5': 'VoxFDzPP6XCuJQUjZ8mSIA==', 'fsize': 167880, 'resto': 71379123}, {'no': 71380871, 'now': '12/13/22(Tue)06:34:58', 'name': 'Anonymous', 'com': '<a href=""#p71380472"" class=""quotelink"">&gt;&gt;71380472</a><br>Has he ever posted physique? Guarantee Iris is minimum 5 places above his looks match.', 'time': 1670931298, 'resto': 71379123}, {'no': 71381108, 'now': '12/13/22(Tue)07:10:21', 'name': 'Stormy', 'com': '<a href=""#p71380871"" class=""quotelink"">&gt;&gt;71380871</a><br><span class=""quote"">&gt;Looksmatch</span><br><br>Virgin, rules like this don&#039;t apply to men like me. I could have iris within the week if I wanted to, probably not emiru though she&#039;s too smart and succesful to fall for my traps.', 'time': 1670933421, 'resto': 71379123}, {'no': 71381126, 'now': '12/13/22(Tue)07:13:10', 'name': 'Anonymous', 'com': '<a href=""#p71380238"" class=""quotelink"">&gt;&gt;71380238</a><br>Holy fuck please stitch your mouth closed and have your vocal chords surgically removed you complete and utter simp faggot.', 'time': 1670933590, 'resto': 71379123}]",1670933590,0.0,0.0,30.0,18.0,
15,71380992,,,12/13/22(Tue)06:53:02,Anonymous,,Why can&#039;t he stop crying?,bitch ass nigga,.jpg,3000,1680,250,140,1670932382165330,1670932382,aVokiC+pHSTBWG+HqgF5hw==,452595,0,,why-cant-he-stop-crying,0,22,2,"[{'no': 71381096, 'now': '12/13/22(Tue)07:08:47', 'name': 'Anonymous', 'com': '<a href=""#p71380992"" class=""quotelink"">&gt;&gt;71380992</a><br><a href=""#p71381003"" class=""quotelink"">&gt;&gt;71381003</a><br><a href=""#p71381004"" class=""quotelink"">&gt;&gt;71381004</a><br><a href=""#p71381005"" class=""quotelink"">&gt;&gt;71381005</a><br><a href=""#p71381014"" class=""quotelink"">&gt;&gt;71381014</a><br><a href=""#p71381019"" class=""quotelink"">&gt;&gt;71381019</a><br><a href=""#p71381025"" class=""quotelink"">&gt;&gt;71381025</a><br><a href=""#p71381026"" class=""quotelink"">&gt;&gt;71381026</a><br><a href=""#p71381032"" class=""quotelink"">&gt;&gt;71381032</a><br><a href=""#p71381039"" class=""quotelink"">&gt;&gt;71381039</a><br><a href=""#p71381046"" class=""quotelink"">&gt;&gt;71381046</a><br><a href=""#p71381050"" class=""quotelink"">&gt;&gt;71381050</a><br><a href=""#p71381059"" class=""quotelink"">&gt;&gt;71381059</a><br><a href=""#p71381061"" class=""quotelink"">&gt;&gt;71381061</a><br><a href=""#p71381071"" class=""quotelink"">&gt;&gt;71381071</a><br><a href=""#p71381072"" class=""quotelink"">&gt;&gt;71381072</a><br><a href=""#p71381079"" class=""quotelink"">&gt;&gt;71381079</a><br><a href=""#p71381085"" class=""quotelink"">&gt;&gt;71381085</a><br>Shut up and go find another site to sully, you evil cowards. Wretched anonymous demon trolls. Greedy ghastful gorging goblins. Vile venomous vagrant vain vicious villainous vipers.', 'filename': '1670427581020215', 'ext': '.jpg', 'w': 687, 'h': 606, 'tn_w': 125, 'tn_h': 110, 'tim': 1670933327160734, 'time': 1670933327, 'md5': 'cxZGyGVmNZAWsdzhw0looQ==', 'fsize': 31589, 'resto': 71380992}, {'no': 71381116, 'now': '12/13/22(Tue)07:11:25', 'name': 'Anonymous', 'com': '<a href=""#p71381096"" class=""quotelink"">&gt;&gt;71381096</a><br>that&#039;s a lot of words to say you&#039;re gay and like to suck dick, big homo peter pan boy . what you gonna do, cry to mommy? like a big peter pan baby?', 'time': 1670933485, 'resto': 71380992}, {'no': 71381117, 'now': '12/13/22(Tue)07:11:31', 'name': 'Anonymous', 'com': '<a href=""#p71381096"" class=""quotelink"">&gt;&gt;71381096</a><br>Bedevilled eggs!', 'time': 1670933491, 'resto': 71380992}, {'no': 71381121, 'now': '12/13/22(Tue)07:12:32', 'name': 'Anonymous', 'com': '<a href=""#p71381096"" class=""quotelink"">&gt;&gt;71381096</a><br>I honestly still cant get over the cringe from that YouTube video. It still makes me laugh out loud to this day. <br>How in the fuck is this clown taken seriously by anybody anymore?', 'time': 1670933552, 'resto': 71380992}, {'no': 71381125, 'now': '12/13/22(Tue)07:13:02', 'name': 'Anonymous', 'com': '<a href=""#p71381096"" class=""quotelink"">&gt;&gt;71381096</a><br>https://youtu.be/ioyaZ39gV5I<br>video proof that jordan peterson is gay', 'time': 1670933582, 'resto': 71380992}]",1670933582,0.0,0.0,17.0,1.0,
16,71376323,,,12/12/22(Mon)21:28:57,Anonymous,What&#039;s the youngest you would fuck ?,"Now in this HYPOTHETICAL there are no consequences, legal or whatever, afterwards. <br>Describe the proceeding also.",Honeyview_shizuku (original) drawn by kantoku - c3aa02c65eb7fd9572a6eaf7d683a681,.jpg,1504,1080,250,179,1670898537330835,1670898537,8qCIrXRzq3q7aKQPIu6/3w==,394143,0,,whats-the-youngest-you-would-fuck,0,52,12,"[{'no': 71380665, 'now': '12/13/22(Tue)06:06:04', 'name': 'Anonymous', 'com': '<a href=""#p71379179"" class=""quotelink"">&gt;&gt;71379179</a><br>lol dumbass. why make friends with a 17yo then. 0 sympathy. might as well kick it', 'time': 1670929564, 'resto': 71376323}, {'no': 71380708, 'now': '12/13/22(Tue)06:12:57', 'name': 'Anonymous', 'com': '<a href=""#p71376323"" class=""quotelink"">&gt;&gt;71376323</a><br>13 <br>12 If she hit puberty', 'time': 1670929977, 'resto': 71376323}, {'no': 71380744, 'now': '12/13/22(Tue)06:17:13', 'name': 'Anonymous', 'com': '<a href=""#p71379639"" class=""quotelink"">&gt;&gt;71379639</a><br>damn, nigga really want that Gretchen pussy', 'time': 1670930233, 'resto': 71376323}, {'no': 71380768, 'now': '12/13/22(Tue)06:20:14', 'name': 'Anonymous', 'com': '<a href=""#p71379894"" class=""quotelink"">&gt;&gt;71379894</a><br><a href=""#p71379888"" class=""quotelink"">&gt;&gt;71379888</a><br>the nice thing is that it&#039;s never really too late, hypothetically speaking', 'time': 1670930414, 'resto': 71376323}, {'no': 71381123, 'now': '12/13/22(Tue)07:12:47', 'name': 'Anonymous', 'com': '<a href=""#p71380665"" class=""quotelink"">&gt;&gt;71380665</a><br>because she is nice and fun', 'time': 1670933567, 'resto': 71376323}]",1670933567,0.0,0.0,47.0,12.0,
17,71380029,,,12/13/22(Tue)04:33:12,Anonymous,Zoomers act like children,why do zoomers love the word &quot;kid&quot; so much and continue to claim they&#039;re &quot;just kidddds&quot; into their 20s? I just saw this disgusting Instagram reel of an unironic mutt broccoli head 20yo claiming he&#039;s &quot;just a college kid&quot;. I&#039;d have HATED being referred to as a kid at that age.,Capture,.jpg,237,253,234,250,1670923992153820,1670923992,lTHYQjZvGVXlHdSAwaMy5Q==,9894,0,,zoomers-act-like-children,0,34,2,"[{'no': 71381010, 'now': '12/13/22(Tue)06:56:10', 'name': 'Anonymous', 'com': 'Amerimutts and the like genuinely think anyone under 25 is a child. I had an argument with this Canadian faggot who said I was creepy for saying anyone around 16/17+ is an adult and not a kid. The rest of the world laughs at these faggots, Russian guys who can do at 15 what an American can&#039;t do at 28 laugh.', 'time': 1670932570, 'resto': 71380029}, {'no': 71381033, 'now': '12/13/22(Tue)07:00:18', 'name': 'Anonymous', 'com': '<a href=""#p71380029"" class=""quotelink"">&gt;&gt;71380029</a><br>Why do you people go on Instagram just to get angry? What is your goal here?', 'time': 1670932818, 'resto': 71380029}, {'no': 71381064, 'now': '12/13/22(Tue)07:04:05', 'name': 'Anonymous', 'com': '<a href=""#p71381010"" class=""quotelink"">&gt;&gt;71381010</a><br>millennials literally looked older at the same age too. It probably blows zoomers minds that the guy in this pic back in 2011 is 21.', 'filename': '540580_621808094672_1678022786_n', 'ext': '.jpg', 'w': 960, 'h': 638, 'tn_w': 125, 'tn_h': 83, 'tim': 1670933045053531, 'time': 1670933045, 'md5': '3r+5iL1jTV+v+4V531VpcQ==', 'fsize': 103885, 'resto': 71380029}, {'no': 71381081, 'now': '12/13/22(Tue)07:06:12', 'name': 'Anonymous', 'com': '<a href=""#p71380029"" class=""quotelink"">&gt;&gt;71380029</a><br>They are not pretending. They really just are that way.', 'time': 1670933172, 'resto': 71380029}, {'no': 71381115, 'now': '12/13/22(Tue)07:11:22', 'name': 'Anonymous', 'com': '<a href=""#p71380825"" class=""quotelink"">&gt;&gt;71380825</a><br><span class=""quote"">&gt;They&#039;re obsessed with youth for some reason. It&#039;s a totally infantilized generation</span><br><br>I recall being 17 and driving past my old middle school thinking &quot;haha look at these children&quot; when I saw a big group of 13yos hanging out. I felt almost as distant from middle school as I do now at 25. Zoomers are literally 20 and still larping as if its 2016 and they&#039;re still tweens playing pokemon go and flossing.', 'time': 1670933482, 'resto': 71380029}]",1670933482,0.0,0.0,29.0,1.0,
18,71381024,,,12/13/22(Tue)06:58:57,Anonymous,,"<span class=""quote"">&gt;I wish that every woman that I find attractive sees me as the most attractive man that ever lived</span><br><span class=""quote"">&gt;Your wish is granted</span><br>So, what now?",Genie-Aladdin,.jpg,1920,1080,250,140,1670932737097687,1670932737,1TSko3dcada9/HdJfoyPDA==,200638,0,,i-wish-that-every-woman-that-i-find-attractive,0,1,0,"[{'no': 71381113, 'now': '12/13/22(Tue)07:11:06', 'name': 'Anonymous', 'com': '<a href=""#p71381024"" class=""quotelink"">&gt;&gt;71381024</a><br>The next family gathering is going to be weird', 'time': 1670933466, 'resto': 71381024}]",1670933466,0.0,0.0,,,
19,71379449,,,12/13/22(Tue)03:05:08,Anonymous,,"<span class=""quote"">&gt;be me</span><br><span class=""quote"">&gt;preggo wife</span><br><span class=""quote"">&gt;it&#039;s a boy</span><br><span class=""quote"">&gt;she wants to get him circumcised</span><br><span class=""quote"">&gt;I don&#039;t</span><br><span class=""quote"">&gt;had a bunch of arguments</span><br><span class=""quote"">&gt;her argument boils down to &quot;i&#039;m giving birth so I get the final say&quot;</span><br><span class=""quote"">&gt;my argument boils down to &quot;you don&#039;t have a PP, and he should make this choice himself once once he turns 18&quot;</span><br><br>what do I do bots? I don&#039;t want my son getting butchered",Screen Shot 2022-12-13 at 12.02.20 AM,.png,140,193,140,193,1670918708829027,1670918708,9tpRBtbqsBw5u4TISdnHYg==,57480,0,,be-me,0,34,3,"[{'no': 71380902, 'now': '12/13/22(Tue)06:39:45', 'name': 'Anonymous', 'com': 'You argument is real shit.<br>You should ask her instead why is she so obsessed with maiming an innocent child and deconstruct her arguments from there. When you argue with a woman all of your argument should be centered on her feelings not yours. Guilt trip her if necessary.', 'time': 1670931585, 'resto': 71379449}, {'no': 71380921, 'now': '12/13/22(Tue)06:43:29', 'name': 'Anonymous', 'com': '<a href=""#p71379497"" class=""quotelink"">&gt;&gt;71379497</a><br><span class=""quote"">&gt;at the end of the day, she can&#039;t force the child to have a circuimcision.</span><br>lol lmao even<br><br>she can', 'time': 1670931809, 'resto': 71379449}, {'no': 71381062, 'now': '12/13/22(Tue)07:03:46', 'name': 'Anonymous', 'com': '<a href=""#p71379449"" class=""quotelink"">&gt;&gt;71379449</a><br>Tell her, calmly, that there is no profit to circumcision, that if the boy needs it he can get it later, that it is impossible to undo once done, that you respect her opinion but this is not something that you should irrevocably decide for the baby at that age.<br>To add to this I&#039;m from Europe and the only one doing this here are doing it for religious reasons and they would never impose it on others.', 'time': 1670933026, 'resto': 71379449}, {'no': 71381077, 'now': '12/13/22(Tue)07:05:26', 'name': 'Anonymous', 'com': '<a href=""#p71379449"" class=""quotelink"">&gt;&gt;71379449</a><br><span class=""quote"">&gt;&gt;her argument boils down to &quot;i&#039;m giving birth so I get the final say&quot;</span><br>If you don&#039;t get a say because it&#039;s not your body, she doesn&#039;t get a say because her sons body isn&#039;t hers either. Stupid cunt', 'time': 1670933126, 'resto': 71379449}, {'no': 71381109, 'now': '12/13/22(Tue)07:10:42', 'name': 'Anonymous', 'com': '<a href=""#p71379449"" class=""quotelink"">&gt;&gt;71379449</a><br>ask her how big she thinks the statistics are for doctors fucking up the procedure and cutting his dick and or balls of. the rate is fucking insane and it doesn&#039;t even include botched circumcisions, which was only popularized because people in the 20s and 30s hated the idea of their kids wanking.', 'time': 1670933442, 'resto': 71379449}]",1670933442,0.0,0.0,29.0,3.0,
20,71378878,,,12/13/22(Tue)01:50:03,Anonymous,,This is IJenz. So far IJenz has had 3 plastic surgeries and is planning on having many more in order to fulfill modern males&#039; sexual needs of anime catgirls. <br>How does that make you feel?,ezgif-1-74fb168206,.jpg,819,1024,199,250,1670914203566602,1670914203,jB+gFne7BpWisBER6QLdiw==,117168,0,,this-is-ijenz-so-far-ijenz-has-had-3-plastic,0,16,2,"[{'no': 71379722, 'now': '12/13/22(Tue)03:47:10', 'name': 'Anonymous', 'com': '<a href=""#p71378878"" class=""quotelink"">&gt;&gt;71378878</a><br>Aren&#039;t catgirls usually small-chested?', 'time': 1670921230, 'resto': 71378878}, {'no': 71379937, 'now': '12/13/22(Tue)04:17:04', 'name': 'Anonymous', 'com': '<a href=""#p71379722"" class=""quotelink"">&gt;&gt;71379722</a><br>Sounds like chestIet cope to me', 'filename': '8709113', 'ext': '.jpg', 'w': 900, 'h': 900, 'tn_w': 125, 'tn_h': 125, 'tim': 1670923024447832, 'time': 1670923024, 'md5': 'f32yS1MXsvGbCNAcaNVlVw==', 'fsize': 189818, 'resto': 71378878}, {'no': 71380815, 'now': '12/13/22(Tue)06:26:10', 'name': 'Anonymous', 'com': 'Kinda sad even tho I benefit', 'time': 1670930770, 'resto': 71378878}, {'no': 71380917, 'now': '12/13/22(Tue)06:43:12', 'name': 'Anonymous', 'com': '<a href=""#p71378878"" class=""quotelink"">&gt;&gt;71378878</a><br>Dont even know about the plastic surgeries to know she&#039;s a soulless husk. The eyes say it all. Only question is it the flouride stare or the Xanax gaze?', 'time': 1670931792, 'resto': 71378878}, {'no': 71381104, 'now': '12/13/22(Tue)07:09:39', 'name': 'Anonymous', 'com': '<a href=""#p71378878"" class=""quotelink"">&gt;&gt;71378878</a><br>r8 her feet :3', 'filename': '1655860456596', 'ext': '.png', 'w': 1158, 'h': 811, 'tn_w': 125, 'tn_h': 87, 'tim': 1670933379119978, 'time': 1670933379, 'md5': 'qTEbUDwbX8kdzsefmqeRww==', 'fsize': 905255, 'resto': 71378878}]",1670933379,0.0,0.0,11.0,0.0,
21,71381030,,,12/13/22(Tue)06:59:45,Anonymous,,I hope twitter will ban porn so the artists will finally move to proper sites exclusively for art (including porn art) like Pixiv and Newgrounds. Why so many Japanese artists are obsessed with twitter anyway and why do they favor it over twitter?,delete_twitter,.jpg,1009,593,250,146,1670932785204510,1670932785,4lfN6YugrBrbn+fun7xvXQ==,110016,0,,i-hope-twitter-will-ban-porn-so-the-artists-will,0,3,0,"[{'no': 71381038, 'now': '12/13/22(Tue)07:01:04', 'name': 'Anonymous', 'com': '<a href=""#p71381030"" class=""quotelink"">&gt;&gt;71381030</a><br><span class=""quote"">&gt;Pixiv and Newgrounds</span><br>Trash<br><span class=""quote"">&gt;why does Japan like Twitter</span><br>Network effect.', 'time': 1670932864, 'resto': 71381030}, {'no': 71381057, 'now': '12/13/22(Tue)07:03:27', 'name': 'Anonymous', 'com': '<a href=""#p71381038"" class=""quotelink"">&gt;&gt;71381038</a><br>Why are Pixiv and Newgrounds trash? And which sites would you recommend instead?', 'time': 1670933007, 'resto': 71381030}, {'no': 71381094, 'now': '12/13/22(Tue)07:08:39', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;why do people go to the most popular platforms</span>', 'time': 1670933319, 'resto': 71381030}]",1670933319,0.0,0.0,,,
